GENE_SYMBOL	GENE_NAME	MODEL_ID	ENTREZ_ID	XB_GENE_ID
LOC100493953	lymphotactin	XBXT10g009483	100493953	29081967
LOC100493956	Fc receptor-like protein 5	XBXT10g003036	100493956	29081971
LOC100493959	phospholipid scramblase 1	XBXT10g009087	100493959	29081975
LOC100493960	extracellular calcium-sensing receptor	XBXT10g028354	100493960	29081979
LOC100493962	E3 ubiquitin/ISG15 ligase TRIM25-like	XBXT10g014967	100493962	29081983
LOC100493966	gastrula zinc finger protein XlCGF8.2DB	XBXT10g010540	100493966	29081987
LOC100493985	serine/threonine-protein kinase dst1-like	XBXT10g003869	100493985	29081991
LOC100493994	liver carboxylesterase 2-like	XBXT10g004198	100493994	29081995
LOC100493999	uncharacterized LOC100493999	XBXT10g006371	100493999	29081999
LOC100494007	potassium voltage-gated channel subfamily V member 2	XBXT10g003746	100494007	29082003
LOC100494013	anaphase-promoting complex subunit 4	XBXT10g012460	100494013	29082007
LOC100494017	extracellular calcium-sensing receptor	XBXT10g021119	100494017	29082011
LOC100494022	olfactory receptor 6J1-like	XBXT10g014898	100494022	29082015
LOC100494024	zinc finger protein 665-like	XBXT10g012301	100494024	29082019
LOC100494026	phospholipase A2 inhibitor and Ly6/PLAUR domain-containing protein	XBXT10g009386	100494026	29082023
LOC100494033	extended synaptotagmin-2	XBXT10g013580	100494033	29082027
LOC100494067	uncharacterized LOC100494067	XBXT10g019515	100494067	29082031
LOC100494075	olfactory receptor 11L1-like	XBXT10g026305	100494075	29082035
LOC100494099	interleukin-17D	XBXT10g011818	100494099	29082039
LOC100494106	cytochrome P450 2D20	XBXT10g008017	100494106	29082043
LOC100494108	1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase	XBXT10g017809	100494108	29082047
LOC100494113	mucin-2	XBXT10g000468	100494113	29082051
LOC100494132	Fc receptor-like protein 6	XBXT10g001972	100494132	29082055
LOC100494139	NXPE family member 3	XBXT10g001164	100494139	29082059
LOC100494143	uncharacterized LOC100494143	XBXT10g027858	100494143	29082063
LOC100494164	14 kDa phosphohistidine phosphatase	XBXT10g001559	100494164	29082067
LOC100494176	uncharacterized LOC100494176	XBXT10g016198	100494176	29082071
LOC100494190	uncharacterized protein K02A2.6-like	XBXT10g025441	100494190	29082075
LOC100494197	vomeronasal type-2 receptor 26	XBXT10g024977	100494197	29082079
LOC100494201	phospholipase A2 inhibitor subunit gamma B	XBXT10g019144	100494201	29082083
LOC100494203	oocyte zinc finger protein XlCOF6-like	XBXT10g020403	100494203	29082087
LOC100494223	protein S100-B	XBXT10g002445	100494223	29082091
LOC100494225	alpha-1,4-N-acetylglucosaminyltransferase	XBXT10g007982	100494225	29082095
LOC100494227	pentraxin fusion protein	XBXT10g000870	100494227	29082099
LOC100494255	piggyBac transposable element-derived protein 3-like	XBXT10g027516	100494255	29082103
LOC100494266	5-hydroxytryptamine receptor 3A-like	XBXT10g018775	100494266	29082107
LOC100494280	mucin-5AC-like	XBXT10g014758	100494280	29082111
LOC100494295	cholinesterase	XBXT10g005361	100494295	29082115
LOC100494298	extracellular calcium-sensing receptor	XBXT10g010009	100494298	29082119
LOC100494299	NXPE family member 3	XBXT10g027396	100494299	29082123
LOC100494300	E3 ubiquitin-protein ligase TRIM39-like	XBXT10g028542	100494300	29082127
LOC100494322	uncharacterized protein C17orf98	XBXT10g006414	100494322	29082131
LOC100494323	olfactory receptor class A-like protein 1	XBXT10g029130	100494323	29082135
LOC100494325	cathepsin S-like	XBXT10g002508	100494325	29082139
LOC100494332	vomeronasal type-2 receptor 26	XBXT10g027186	100494332	29082143
LOC100494334	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase 3	XBXT10g022389	100494334	29082147
LOC100494342	P2X purinoceptor 7	XBXT10g002271	100494342	29082151
LOC100494352	succinate receptor 1	XBXT10g012047	100494352	29082155
LOC100494358	SITS-binding protein	XBXT10g009106	100494358	29082159
LOC100494394	netrin-4	XBXT10g010460	100494394	29082163
LOC100494403	uncharacterized LOC100494403	XBXT10g003478	100494403	29082167
LOC100494404	taste receptor type 2 member 8	XBXT10g010544	100494404	29082171
LOC100494435	cytochrome P450 2K6	XBXT10g003973	100494435	29082175
LOC100494438	putative nuclease HARBI1	XBXT10g023131	100494438	29082179
LOC100494440	putative neutral ceramidase C	XBXT10g006439	100494440	29082183
LOC100494455	C-C motif chemokine 20	XBXT10g001812	100494455	29082187
LOC100494460	Fc receptor-like protein 2	XBXT10g019426	100494460	29082191
LOC100494461	extracellular calcium-sensing receptor	XBXT10g001713	100494461	29082195
LOC100494464	E3 ubiquitin/ISG15 ligase TRIM25	XBXT10g011610	100494464	29082199
LOC100494472	uncharacterized LOC100494472	XBXT10g007617	100494472	29082203
LOC100494473	long-chain-fatty-acid--CoA ligase ACSBG2	XBXT10g017731	100494473	29082207
LOC100494476	rhodopsin, GQ-coupled	XBXT10g007324	100494476	29082211
LOC100494478	di-N-acetylchitobiase	XBXT10g012420	100494478	29082215
LOC100494498	vomeronasal type-2 receptor 26	XBXT10g027977	100494498	29082219
LOC100494508	relaxin receptor 2	XBXT10g005116	100494508	29082223
LOC100494519	uncharacterized LOC100494519	XBXT10g002286	100494519	29082227
LOC100494522	aldo-keto reductase family 1 member C1 homolog	XBXT10g005086	100494522	29082231
LOC100494525	butyrophilin-like protein 10	XBXT10g017920	100494525	29082235
LOC100494536	kinesin-like protein KIF19	XBXT10g012413	100494536	29082239
LOC100494545	alpha-1,4-N-acetylglucosaminyltransferase	XBXT10g004412	100494545	29082243
LOC100494562	sacsin-like	XBXT10g028393	100494562	29082247
LOC100494563	myelin and lymphocyte protein	XBXT10g014367	100494563	29082251
LOC100494566	taste receptor type 2 member 40-like	XBXT10g021241	100494566	29082255
LOC100494585	E3 ubiquitin/ISG15 ligase TRIM25-like	XBXT10g002088	100494585	29082259
LOC100494592	serine/threonine-protein kinase N2	XBXT10g003906	100494592	29082263
LOC100494601	uncharacterized protein K02A2.6-like	XBXT10g025484	100494601	29082267
LOC100494613	serine protease 27	XBXT10g012615	100494613	29082271
LOC100494615	ovomucoid	XBXT10g014749	100494615	29082275
LOC100494622	extracellular calcium-sensing receptor	XBXT10g001308	100494622	29082279
LOC100494627	proproteinase E	XBXT10g013388	100494627	29082283
LOC100494629	vomeronasal type-2 receptor 26	XBXT10g014507	100494629	29082287
LOC100494633	vitellogenin-A2	XBXT10g003528	100494633	29082291
LOC100494645	C-reactive protein	XBXT10g009366	100494645	29082295
LOC100494653	chromosome-associated kinesin KIF4-like	XBXT10g004523	100494653	29082299
LOC100494661	olfactory receptor 502-like	XBXT10g018882	100494661	29082303
LOC100494672	1-phosphatidylinositol phosphodiesterase	XBXT10g009505	100494672	29082307
LOC100494678	arachidonate 15-lipoxygenase B	XBXT10g012412	100494678	29082311
LOC100494696	kyphoscoliosis peptidase	XBXT10g006726	100494696	29082315
LOC100494722	LON peptidase N-terminal domain and RING finger protein 1	XBXT10g002223	100494722	29082319
LOC100494741	cytochrome P450 2K1-like	XBXT10g016446	100494741	29082323
LOC100494742	extracellular serine/threonine protein kinase FAM20C	XBXT10g003195	100494742	29082327
LOC100494743	intercellular adhesion molecule 5	XBXT10g024172	100494743	29082331
LOC100494745	C-C motif chemokine 20	XBXT10g027188	100494745	29082335
LOC100494747	mucin-2	XBXT10g009641	100494747	29082339
LOC100494753	ATP-dependent translocase ABCB1	XBXT10g006748	100494753	29082343
LOC100494756	olfactory receptor 5V1-like	XBXT10g015018	100494756	29082347
LOC100494762	gap junction delta-2 protein	XBXT10g007461	100494762	29082351
LOC100494767	ovomucoid	XBXT10g014683	100494767	29082355
LOC100494768	zona pellucida sperm-binding protein 4	XBXT10g010580	100494768	29082359
LOC100494772	SLAM family member 9	XBXT10g007064	100494772	29082363
LOC100494776	extracellular calcium-sensing receptor	XBXT10g007681	100494776	29082367
LOC100494780	E3 ubiquitin/ISG15 ligase TRIM25-like	XBXT10g022934	100494780	29082371
LOC100494783	uncharacterized LOC100494783	XBXT10g026583	100494783	29082375
LOC100494784	uncharacterized LOC100494784	XBXT10g013232	100494784	29082379
LOC100494786	protein S100-G	XBXT10g015956	100494786	29082383
LOC100494787	vomeronasal type-2 receptor 26	XBXT10g028869	100494787	29082387
LOC100494798	olfactory receptor 1-like	XBXT10g005394	100494798	29082391
LOC100494804	catalase	XBXT10g007273	100494804	29082395
LOC100494805	uncharacterized LOC100494805	XBXT10g024693	100494805	29082399
LOC100494812	zinc finger and BTB domain-containing protein 49	XBXT10g003886	100494812	29082403
LOC100494817	transient receptor potential cation channel subfamily V member 4	XBXT10g018272	100494817	29082407
LOC100494822	mucin-17	XBXT10g003772	100494822	29082411
LOC100494823	LRRN4 C-terminal-like protein	XBXT10g009506	100494823	29082415
LOC100494827	protein mono-ADP-ribosyltransferase TIPARP	XBXT10g006731	100494827	29082419
LOC100494829	dihydroxyacetone phosphate acyltransferase	XBXT10g002136	100494829	29082423
LOC100494833	gastrula zinc finger protein XlCGF57.1	XBXT10g005301	100494833	29082427
LOC100494837	uncharacterized LOC100494837	XBXT10g015057	100494837	29082431
LOC100494846	probable cation-transporting ATPase 13A5	XBXT10g008901	100494846	29082435
LOC100494858	protein kinase C delta type	XBXT10g027888	100494858	29082439
LOC100494870	taste receptor type 2 member 119-like	XBXT10g020801	100494870	29082443
LOC100494882	olfactory receptor-like protein DTMT	XBXT10g025768	100494882	29082447
LOC100494900	cytochrome P450 2K1-like	XBXT10g013176	100494900	29082451
LOC100494903	intercellular adhesion molecule 5	XBXT10g014372	100494903	29082455
LOC100494905	putative deoxyribonuclease tatdn3-A	XBXT10g009809	100494905	29082459
LOC100494911	olfactory receptor 5AR1-like	XBXT10g025574	100494911	29082463
LOC100494927	serine protease inhibitor Kazal-type 1	XBXT10g002594	100494927	29082467
LOC100494929	ephrin type-A receptor 3	XBXT10g016223	100494929	29082471
LOC100494943	Ig heavy chain C region, membrane-bound form	XBXT10g027315	100494943	29082475
LOC100494946	vomeronasal type-2 receptor 26	XBXT10g009662	100494946	29082479
LOC100494953	neural-cadherin	XBXT10g005311	100494953	29082483
LOC100494969	CD209 antigen-like protein E	XBXT10g016795	100494969	29082487
LOC100494977	serine protease 23	XBXT10g009412	100494977	29082491
LOC100494984	sacsin	XBXT10g023489	100494984	29082495
LOC100494987	protein mono-ADP-ribosyltransferase TIPARP	XBXT10g009383	100494987	29082499
LOC100494990	olfactory receptor 1L4-like	XBXT10g011879	100494990	29082503
LOC100495012	uncharacterized LOC100495012	XBXT10g003102	100495012	29082507
LOC100495013	fish-egg lectin	XBXT10g009287	100495013	29082511
LOC100495020	trichohyalin	XBXT10g008863	100495020	29082515
LOC100495028	regulator of cell cycle RGCC	XBXT10g006881	100495028	29082519
LOC100495031	two pore calcium channel protein 1	XBXT10g005559	100495031	29082523
LOC100495033	taste receptor type 2 member 40	XBXT10g004617	100495033	29082527
LOC100495041	histone H2B 1.1	XBXT10g013656	100495041	29082531
LOC100495047	microtubule-actin cross-linking factor 1	XBXT10g013423	100495047	29082535
LOC100495051	zona pellucida sperm-binding protein 3	XBXT10g014460	100495051	29082539
LOC100495056	cytochrome P450 2K1-like	XBXT10g002967	100495056	29082543
LOC100495061	olfactory receptor 5V1-like	XBXT10g005291	100495061	29082547
LOC100495065	myosin-3	XBXT10g003831	100495065	29082551
LOC100495085	G protein-activated inward rectifier potassium channel 3	XBXT10g023975	100495085	29082555
LOC100495090	calpain-5-like	XBXT10g018831	100495090	29082559
LOC100495094	beta-1,4-galactosyltransferase galt-1	XBXT10g017601	100495094	29082563
LOC100495124	uncharacterized LOC100495124	XBXT10g027884	100495124	29082567
LOC100495147	zinc finger CCHC domain-containing protein 3-like	XBXT10g023732	100495147	29082571
LOC100495160	guanylate-binding protein 1-like	XBXT10g023330	100495160	29082575
LOC100495163	tapasin-related protein	XBXT10g013420	100495163	29082579
LOC100495168	serine/threonine-protein kinase N1	XBXT10g012324	100495168	29082583
LOC100495179	uncharacterized LOC100495179	XBXT10g018055	100495179	29082587
LOC100495196	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like	XBXT10g024790	100495196	29082591
LOC100495198	amine oxidase [flavin-containing] A	XBXT10g009828	100495198	29082595
LOC100495200	cytochrome P450 2K1	XBXT10g007816	100495200	29082599
LOC100495212	myosin-4-like	XBXT10g012456	100495212	29082603
LOC100495215	selection and upkeep of intraepithelial T-cells protein 2-like	XBXT10g017194	100495215	29082607
LOC100495217	uncharacterized LOC100495217	XBXT10g003735	100495217	29082611
LOC100495222	transmembrane protease serine 9-like	XBXT10g011050	100495222	29082615
LOC100495229	Fc receptor-like protein 3	XBXT10g029324	100495229	29082619
LOC100495230	vomeronasal type-2 receptor 26	XBXT10g020394	100495230	29082623
LOC100495232	mucin-3B	XBXT10g016771	100495232	29082627
LOC100495238	uncharacterized LOC100495238	XBXT10g018737	100495238	29082631
LOC100495255	uncharacterized LOC100495255	XBXT10g017794	100495255	29082635
LOC100495274	uncharacterized LOC100495274	XBXT10g012162	100495274	29082639
LOC100495290	collagen alpha-1(I) chain	XBXT10g004383	100495290	29082643
LOC100495295	uncharacterized LOC100495295	XBXT10g005410	100495295	29082647
LOC100495298	complement receptor type 2	XBXT10g013351	100495298	29082651
LOC100495307	uncharacterized LOC100495307	XBXT10g010410	100495307	29082655
LOC100495325	P2Y purinoceptor 4	XBXT10g017616	100495325	29082659
LOC100495331	NXPE family member 1	XBXT10g005486	100495331	29082663
LOC100495333	serine protease 27	XBXT10g011206	100495333	29082667
LOC100495359	cytochrome P450 2D15	XBXT10g000044	100495359	29082671
LOC100495374	butyrophilin-like protein 2	XBXT10g010403	100495374	29082675
LOC100495379	uncharacterized LOC100495379	XBXT10g016835	100495379	29082679
LOC100495385	Friend leukemia integration 1 transcription factor-like	XBXT10g019427	100495385	29082683
LOC100495391	beta-1,4-galactosyltransferase galt-1	XBXT10g005952	100495391	29082687
LOC100495401	uncharacterized LOC100495401	XBXT10g017502	100495401	29082691
LOC100495404	vomeronasal type-2 receptor 1	XBXT10g012898	100495404	29082695
LOC100495429	aldehyde oxidase 1	XBXT10g011999	100495429	29082699
LOC100495442	androgen-induced gene 1 protein	XBXT10g018164	100495442	29082703
LOC100495443	E3 ubiquitin/ISG15 ligase TRIM25	XBXT10g009516	100495443	29082707
LOC100495470	mucin-5AC	XBXT10g018020	100495470	29082711
LOC100495473	fatty acid-binding protein, brain	XBXT10g004758	100495473	29082715
LOC100495494	histone H1A	XBXT10g025389	100495494	29082719
LOC100495518	cytochrome P450 2D17	XBXT10g010447	100495518	29082723
LOC100495521	hyperpolarization activated cyclic nucleotide gated potassium channel 4	XBXT10g006019	100495521	29082727
LOC100495541	transmembrane protease serine 9	XBXT10g015443	100495541	29082731
LOC100495545	uncharacterized LOC100495545	XBXT10g025466	100495545	29082735
LOC100495548	cell wall protein DAN4-like	XBXT10g026394	100495548	29082739
LOC100495552	beta-1,4-galactosyltransferase galt-1-like	XBXT10g011001	100495552	29082743
LOC100495571	chromaffin granule amine transporter	XBXT10g007458	100495571	29082747
LOC100495591	G-protein coupled receptor family C group 6 member A	XBXT10g027414	100495591	29082751
LOC100495598	uncharacterized LOC100495598	XBXT10g010298	100495598	29082755
LOC100495609	odorant receptor 131-2	XBXT10g008006	100495609	29082759
LOC100495617	gastrula zinc finger protein XlCGF17.1-like	XBXT10g000314	100495617	29082763
LOC100495637	ficolin-1-A-like	XBXT10g015972	100495637	29082767
LOC100495638	myosin-4	XBXT10g017714	100495638	29082771
LOC100495663	histone H1B	XBXT10g012672	100495663	29082775
LOC100495666	tctex1 domain-containing protein 2	XBXT10g008999	100495666	29082779
LOC100495677	rhodopsin, GQ-coupled	XBXT10g015835	100495677	29082783
LOC100495690	myosin-16	XBXT10g018682	100495690	29082787
LOC100495695	butyrophilin-like protein 8	XBXT10g004789	100495695	29082791
LOC100495696	leukocyte receptor cluster member 8	XBXT10g018866	100495696	29082795
LOC100495706	probable N-acetyltransferase 16	XBXT10g014340	100495706	29082799
LOC100495707	angiopoietin-related protein 7	XBXT10g015766	100495707	29082803
LOC100495722	E3 ubiquitin-protein ligase TRIM7	XBXT10g011953	100495722	29082807
LOC100495736	protein kinase C theta type	XBXT10g019273	100495736	29082811
LOC100495742	tolloid like 1	XBXT10g015707	100495742	29082815
LOC100495751	uncharacterized LOC100495751	XBXT10g004584	100495751	29082819
LOC100495765	uncharacterized LOC100495765	XBXT10g002173	100495765	29082823
LOC100495802	myosin-4-like	XBXT10g013887	100495802	29082827
LOC100495827	alpha-2-macroglobulin	XBXT10g008962	100495827	29082831
LOC100495831	oocyte zinc finger protein XlCOF7.1	XBXT10g006347	100495831	29082835
LOC100495848	uncharacterized LOC100495848	XBXT10g008304	100495848	29082839
LOC100495870	histone H1B	XBXT10g024633	100495870	29082843
LOC100495876	uncharacterized LOC100495876	XBXT10g005072	100495876	29082847
LOC100495877	solute carrier family 7 member 13	XBXT10g013480	100495877	29082851
LOC100495879	beta-1,4-galactosyltransferase galt-1	XBXT10g006687	100495879	29082855
LOC100495880	uncharacterized LOC100495880	XBXT10g014365	100495880	29082859
LOC100495885	E3 ubiquitin/ISG15 ligase TRIM25-like	XBXT10g012281	100495885	29082863
