# UNIPROT_ACC,REFSEQ_PROT_ID,REFSEQ_RNA_ID,NCBI_GENE_ID,XB_GENE_ID
A0A023W428,NP_001278991.1,NM_001292062.1,GeneID:100492429,XB-GENE-1216189
A0A6I8SRY6,XP_031760933.1,XM_031905073.1,GeneID:548968,XB-GENE-1015917
A0A6I8SRY8,XP_002933030.2,XM_002932984.4,GeneID:100490248,XB-GENE-982645
A0A6I8SS12,XP_017951725.1,XM_018096236.2,GeneID:496581,XB-GENE-1007626
A0A6I8SS26,XP_031758177.1,XM_031902317.1,GeneID:733477,XB-GENE-1008531
A0A6I8SS44,XP_002938156.1,XM_002938110.5,GeneID:100490725,XB-GENE-6456228
A0A6I8SS53,XP_012825383.1,XM_012969929.3,GeneID:100038043,XB-GENE-486491
A0A6I8SS75,XP_031748626.1,XM_031892766.1,GeneID:100379709,XB-GENE-962489
A0A6I8SSC3,XP_012811127.2,XM_012955673.3,GeneID:100488155,XB-GENE-965995
A0A6I8SSC4,XP_031758300.1,XM_031902440.1,GeneID:100493609,XB-GENE-1033015
A0A6I8SSC8,XP_004911288.2,XM_004911231.4,GeneID:100492019,XB-GENE-961735
A0A6I8SSD4,XP_012820122.1,XM_012964668.3,GeneID:548746,XB-GENE-1007177
A0A6I8SSE9,XP_004918608.1,XM_004918551.3,GeneID:100380005,XB-GENE-950512
A0A6I8SSF1,XP_002932480.1,XM_002932434.5,GeneID:100488289,XB-GENE-1010716
A0A6I8SSH9,XP_012816137.1,XM_012960683.3,GeneID:100216094,XB-GENE-1217592
A0A6I8SSI0,XP_004917928.1,XM_004917871.4,GeneID:100485248,XB-GENE-981023
A0A6I8SSI3,XP_031750526.1,XM_031894666.1,GeneID:100487204,XB-GENE-989899
A0A6I8SSI7,XP_012825417.1,XM_012969963.3,GeneID:100124838,XB-GENE-5818915
A0A6I8SSI8,XP_002939024.2,XM_002938978.5,GeneID:100485841,XB-GENE-1013417
A0A6I8SSJ6,XP_002938088.1,XM_002938042.5,GeneID:100485833,XB-GENE-29078011
A0A6I8SSK8,XP_012821508.1,XM_012966054.3,GeneID:100145135,XB-GENE-960784
A0A6I8SSL3,XP_017946911.1,XM_018091422.1,GeneID:100216218,XB-GENE-5998444
A0A6I8SSL8,XP_004917703.1,XM_004917646.4,GeneID:100488125,XB-GENE-5963189
A0A6I8SSL9,XP_031747922.1,XM_031892062.1,GeneID:100379784,XB-GENE-998552
A0A6I8SSN0,XP_031752905.1,XM_031897045.1,GeneID:100487446,XB-GENE-982721
A0A6I8SSN3,XP_004910408.1,XM_004910351.4,GeneID:100496479,XB-GENE-1013100
A0A6I8SSN4,XP_004915907.1,XM_004915850.4,GeneID:101730293,XB-GENE-988869
A0A6I8SSQ4,XP_031762698.1,XM_031906838.1,GeneID:100124713,XB-GENE-5793917
A0A6I8SSQ7,XP_012813023.1,XM_012957569.3,GeneID:100493879,XB-GENE-488024
A0A6I8SSS8,XP_031747459.1,XM_031891599.1,GeneID:100487103,XB-GENE-29078619
A0A6I8SSV2,XP_012822023.1,XM_012966569.3,GeneID:549038,XB-GENE-958395
A0A6I8SSV4,XP_031757857.1,XM_031901997.1,GeneID:100487448,XB-GENE-6048551
A0A6I8SSW0,NP_001184156.2,NM_001197227.2,GeneID:733897,XB-GENE-996022
A0A6I8SSX2,XP_012811925.1,XM_012956471.3,GeneID:100145271,XB-GENE-995345
A0A6I8SSX3,XP_004914459.1,XM_004914402.4,GeneID:100380114,XB-GENE-986249
A0A6I8SSY4,XP_004911719.1,XM_004911662.4,GeneID:101731640,XB-GENE-987908
A0A6I8SSZ2,XP_004910421.2,XM_004910364.4,GeneID:100486082,XB-GENE-852874
A0A6I8SSZ6,XP_004915353.2,XM_004915296.4,GeneID:100488932,XB-GENE-29079491
A0A6I8ST10,XP_002941424.1,XM_002941378.5,GeneID:100491067,XB-GENE-5892157
A0A6I8ST12,XP_031753051.1,XM_031897191.1,GeneID:100492002,XB-GENE-493953
A0A6I8ST35,XP_031754557.1,XM_031898697.1,GeneID:108646221,XB-GENE-947075
A0A6I8ST49,XP_002939711.4,XM_002939665.5,GeneID:100485126,XB-GENE-855704
A0A6I8ST60,XP_017947014.2,XM_018091525.2,GeneID:100487524,XB-GENE-480535
A0A6I8ST64,XP_004916947.1,XM_004916890.4,GeneID:100493938,XB-GENE-6085670
A0A6I8ST67,XP_031748215.1,XM_031892355.1,GeneID:100494346,XB-GENE-992346
A0A6I8ST80,XP_031760447.1,XM_031904587.1,GeneID:100485915,XB-GENE-22168371
A0A6I8ST83,XP_012825146.2,XM_012969692.3,GeneID:100498447,XB-GENE-980699
A0A6I8ST97,XP_002934319.2,XM_002934273.5,GeneID:100495120,XB-GENE-984916
A0A6I8ST98,XP_012825479.1,XM_012970025.3,GeneID:100135359,XB-GENE-5865259
A0A6I8STA1,XP_004910703.1,XM_004910646.4,GeneID:100500921,XB-GENE-5757391
A0A6I8STA4,XP_002940241.1,XM_002940195.5,GeneID:100492508,XB-GENE-1008360
A0A6I8STB0,XP_012824887.2,XM_012969433.3,GeneID:100496456,XB-GENE-999434
A0A6I8STC7,XP_012823337.2,XM_012967883.3,GeneID:100124924,XB-GENE-5898521
A0A6I8STE8,XP_002942229.1,XM_002942183.5,GeneID:100494302,XB-GENE-482439
A0A6I8STF1,XP_012817881.1,XM_012962427.3,GeneID:549278,XB-GENE-962396
A0A6I8STH1,XP_031757680.1,XM_031901820.1,GeneID:780262,XB-GENE-984188
A0A6I8STH7,XP_012813529.1,XM_012958075.3,GeneID:100495664,XB-GENE-979838
A0A6I8STI5,XP_002931834.1,XM_002931788.5,GeneID:100487650,XB-GENE-980532
A0A6I8STJ2,XP_012812244.1,XM_012956790.2,GeneID:493239,XB-GENE-969062
A0A6I8STK1,XP_017952306.1,XM_018096817.2,GeneID:100489321,XB-GENE-485457
A0A6I8STL3,XP_002933880.3,XM_002933834.5,GeneID:100489305,XB-GENE-29079655
A0A6I8STN2,XP_002932128.3,XM_002932082.5,GeneID:100496049,XB-GENE-998883
A0A6I8STN5,XP_004911782.1,XM_004911725.3,GeneID:101734784,XB-GENE-22068284
A0A6I8STN9,XP_012826685.1,XM_012971231.3,GeneID:100379850,XB-GENE-5870242
A0A6I8STP1,XP_017947132.1,XM_018091643.2,GeneID:100486631,XB-GENE-29078423
A0A6I8STP5,XP_031748494.1,XM_031892634.1,GeneID:548780,XB-GENE-965159
A0A6I8STS0,XP_012811887.1,XM_012956433.2,GeneID:100144990,XB-GENE-987175
A0A6I8STS6,XP_004910977.1,XM_004910920.4,GeneID:100379906,XB-GENE-964745
A0A6I8STS7,XP_004911622.2,XM_004911565.4,GeneID:100145355,XB-GENE-5889544
A0A6I8STT2,XP_002935342.2,XM_002935296.5,GeneID:100494698,XB-GENE-485093
A0A6I8STU2,XP_031751200.1,XM_031895340.1,GeneID:100494873,XB-GENE-22166276
A0A6I8STV1,XP_004914089.1,XM_004914032.4,GeneID:100379974,XB-GENE-5795955
A0A6I8STW5,XP_012822724.1,XM_012967270.1,GeneID:100682391,XB-GENE-5965672
A0A6I8STW7,XP_031759551.1,XM_031903691.1,GeneID:100492330,XB-GENE-5955236
A0A6I8STX0,XP_012812829.1,XM_012957375.3,GeneID:733850,XB-GENE-922688
A0A6I8STX3,XP_031761377.1,XM_031905517.1,GeneID:100379801,XB-GENE-1008490
A0A6I8STY5,XP_002941057.1,XM_002941011.5,GeneID:100497232,XB-GENE-969527
A0A6I8STY8,XP_002937009.3,XM_002936963.5,GeneID:100497384,XB-GENE-492744
A0A6I8STZ7,XP_012808562.1,XM_012953108.3,GeneID:100489126,XB-GENE-6036517
A0A6I8SU19,XP_002934798.2,XM_002934752.5,GeneID:100495582,XB-GENE-494633
A0A6I8SU22,XP_012815249.2,XM_012959795.3,GeneID:100038220,XB-GENE-490387
A0A6I8SU30,XP_002937084.3,XM_002937038.3,GeneID:100491783,XB-GENE-29080859
A0A6I8SU39,XP_012818542.1,XM_012963088.3,GeneID:677732,XB-GENE-1012585
A0A6I8SU60,XP_031757526.1,XM_031901666.1,GeneID:496459,XB-GENE-489525
A0A6I8SU62,XP_031753592.1,XM_031897732.1,GeneID:100216214,XB-GENE-489769
A0A6I8SU65,XP_031747336.1,XM_031891476.1,GeneID:100495136,XB-GENE-479859
A0A6I8SU71,XP_017947765.1,XM_018092276.2,GeneID:100486368,XB-GENE-6459507
A0A6I8SU75,XP_012816276.1,XM_012960822.3,GeneID:448213,XB-GENE-970899
A0A6I8SU78,NP_001116897.2,NM_001123425.2,GeneID:100144654,XB-GENE-494302
A0A6I8SU82,XP_002932533.2,XM_002932487.4,GeneID:100485767,XB-GENE-981816
A0A6I8SU86,XP_002938405.3,XM_002938359.5,GeneID:100489977,XB-GENE-991441
A0A6I8SU88,XP_002942363.2,XM_002942317.5,GeneID:100488276,XB-GENE-29079127
A0A6I8SU90,XP_031761469.1,XM_031905609.1,GeneID:100496612,XB-GENE-6039487
A0A6I8SU95,XP_012816306.1,XM_012960852.3,GeneID:448335,XB-GENE-941128
A0A6I8SU96,XP_002933888.2,XM_002933842.5,GeneID:100494165,XB-GENE-22064057
A0A6I8SU97,XP_002936612.2,XM_002936566.5,GeneID:100490024,XB-GENE-853669
A0A6I8SUB7,XP_017945746.2,XM_018090257.2,GeneID:100493904,XB-GENE-29081939
A0A6I8SUD4,XP_017947321.2,XM_018091832.2,GeneID:105946711,XB-GENE-29089283
A0A6I8SUD8,XP_012810956.1,XM_012955502.3,GeneID:100488614,XB-GENE-952278
A0A6I8SUE7,XP_012812613.1,XM_012957159.3,GeneID:100192373,XB-GENE-960130
A0A6I8SUF6,XP_031748427.1,XM_031892567.1,GeneID:100494499,XB-GENE-988267
A0A6I8SUF9,XP_002936303.1,XM_002936257.5,GeneID:100496425,XB-GENE-6044526
A0A6I8SUG3,XP_012814169.1,XM_012958715.3,GeneID:100216225,XB-GENE-6039336
A0A6I8SUG8,XP_031747519.1,XM_031891659.1,GeneID:100494490,XB-GENE-984945
A0A6I8SUH1,XP_004916879.1,XM_004916822.4,GeneID:100492831,XB-GENE-480655
A0A6I8SUH3,XP_031756717.1,XM_031900857.1,GeneID:100494313,XB-GENE-1010410
A0A6I8SUH9,XP_031750741.1,XM_031894881.1,GeneID:100496774,XB-GENE-972080
A0A6I8SUI0,XP_031755971.1,XM_031900111.1,GeneID:549581,XB-GENE-1015168
A0A6I8SUJ4,XP_002940062.1,XM_002940016.5,GeneID:100497964,XB-GENE-6074281
A0A6I8SUK7,XP_002937396.1,XM_002937350.5,GeneID:100498264,XB-GENE-940641
A0A6I8SUM6,XP_002936771.3,XM_002936725.5,GeneID:100496540,XB-GENE-967190
A0A6I8SUQ0,XP_031746650.1,XM_031890790.1,GeneID:100489926,XB-GENE-6469178
A0A6I8SUQ5,XP_002933383.2,XM_002933337.5,GeneID:100498350,XB-GENE-940133
A0A6I8SUR6,XP_031754644.1,XM_031898784.1,GeneID:100492779,XB-GENE-983598
A0A6I8SUS6,XP_012816769.2,XM_012961315.3,GeneID:779799,XB-GENE-954759
A0A6I8SUT0,XP_031756488.1,XM_031900628.1,GeneID:100490946,XB-GENE-29080455
A0A6I8SUU9,XP_031754818.1,XM_031898958.1,GeneID:100487602,XB-GENE-491714
A0A6I8SUV1,XP_031759048.1,XM_031903188.1,GeneID:100127657,XB-GENE-950404
A0A6I8SUV8,XP_004917321.1,XM_004917264.4,GeneID:100489265,XB-GENE-492725
A0A6I8SUW2,XP_002935339.2,XM_002935293.5,GeneID:100494226,XB-GENE-6050632
A0A6I8SUW9,XP_012813120.1,XM_012957666.3,GeneID:100492059,XB-GENE-6462381
A0A6I8SUY0,XP_004911728.1,XM_004911671.4,GeneID:100496738,XB-GENE-1001782
A0A6I8SUY2,XP_004911219.2,XM_004911162.3,GeneID:100170163,XB-GENE-5717739
A0A6I8SUY8,XP_031749385.1,XM_031893525.1,GeneID:116407686,XB-GENE-29093015
A0A6I8SUZ0,XP_002935290.1,XM_002935244.5,GeneID:100492278,XB-GENE-986437
A0A6I8SUZ3,XP_031750200.1,XM_031894340.1,GeneID:733881,XB-GENE-1012202
A0A6I8SV03,XP_031747286.1,XM_031891426.1,GeneID:100145012,XB-GENE-5804366
A0A6I8SV10,XP_031761003.1,XM_031905143.1,GeneID:733829,XB-GENE-1003364
A0A6I8SV11,NP_001016679.1,NM_001016679.2,GeneID:549433,XB-GENE-977391
A0A6I8SV16,XP_017950149.2,XM_018094660.2,GeneID:549561,XB-GENE-1014879
A0A6I8SV20,XP_031754985.1,XM_031899125.1,GeneID:100216086,XB-GENE-492474
A0A6I8SV26,XP_004911072.1,XM_004911015.4,GeneID:101735095,XB-GENE-29088287
A0A6I8SV34,XP_012814515.2,XM_012959061.2,GeneID:549675,XB-GENE-6041600
A0A6I8SV35,XP_031756565.1,XM_031900705.1,GeneID:100491386,XB-GENE-6044247
A0A6I8SV43,XP_012817880.2,XM_012962426.3,GeneID:100497540,XB-GENE-989247
A0A6I8SV45,XP_012815976.1,XM_012960522.3,GeneID:100127652,XB-GENE-995817
A0A6I8SV53,XP_002931903.2,XM_002931857.5,GeneID:100490288,XB-GENE-980666
A0A6I8SV56,XP_031762697.1,XM_031906837.1,GeneID:100124713,XB-GENE-5793917
A0A6I8SV86,XP_004914232.1,XM_004914175.4,GeneID:100486292,XB-GENE-993949
A0A6I8SV92,XP_012814442.1,XM_012958988.2,GeneID:548789,XB-GENE-854005
A0A6I8SV98,XP_004912957.2,XM_004912900.4,GeneID:100380143,XB-GENE-5959349
A0A6I8SVB1,XP_004910437.1,XM_004910380.4,GeneID:100486835,XB-GENE-6067221
A0A6I8SVC3,XP_031761947.1,XM_031906087.1,GeneID:100496690,XB-GENE-486162
A0A6I8SVC7,XP_031751112.1,XM_031895252.1,GeneID:100145282,XB-GENE-991323
A0A6I8SVE4,XP_012825907.2,XM_012970453.3,GeneID:549932,XB-GENE-6258135
A0A6I8SVF2,XP_012821267.2,XM_012965813.3,GeneID:780161,XB-GENE-492416
A0A6I8SVF3,XP_017951165.1,XM_018095676.2,GeneID:100489070,XB-GENE-920279
A0A6I8SVG9,XP_031755079.1,XM_031899219.1,GeneID:100492422,XB-GENE-488960
A0A6I8SVI1,XP_031762662.1,XM_031906802.1,GeneID:100036647,XB-GENE-986854
A0A6I8SVJ7,XP_002932286.2,XM_002932240.5,GeneID:100489191,XB-GENE-6067138
A0A6I8SVL3,XP_002931540.1,XM_002931494.5,GeneID:100491582,XB-GENE-479046
A0A6I8SVQ3,XP_004917824.1,XM_004917767.3,GeneID:100494929,XB-GENE-29082471
A0A6I8SVR2,XP_017953002.1,XM_018097513.2,GeneID:100485115,XB-GENE-6041438
A0A6I8SVR6,XP_002933203.2,XM_002933157.5,GeneID:100488039,XB-GENE-982962
A0A6I8SVS0,XP_012820987.1,XM_012965533.3,GeneID:780031,XB-GENE-960699
A0A6I8SVS8,XP_004917408.2,XM_004917351.4,GeneID:100490498,XB-GENE-483108
A0A6I8SVS9,XP_031746131.1,XM_031890271.1,GeneID:100493073,XB-GENE-995315
A0A6I8SVT3,XP_004915457.2,XM_004915400.4,GeneID:100038200,XB-GENE-483338
A0A6I8SVT7,XP_012827168.1,XM_012971714.3,GeneID:496786,XB-GENE-969813
A0A6I8SVT8,XP_031748198.1,XM_031892338.1,GeneID:100487232,XB-GENE-6076868
A0A6I8SVV7,XP_031746374.1,XM_031890514.1,GeneID:733953,XB-GENE-5729483
A0A6I8SVW0,XP_002938282.2,XM_002938236.5,GeneID:100038183,XB-GENE-482536
A0A6I8SVX2,XP_031753124.1,XM_031897264.1,GeneID:100498588,XB-GENE-991801
A0A6I8SW08,XP_012816391.1,XM_012960937.3,GeneID:493447,XB-GENE-489991
A0A6I8SW23,XP_031749703.1,XM_031893843.1,GeneID:100124996,XB-GENE-5752023
A0A6I8SW24,XP_012817166.2,XM_012961712.3,GeneID:100492789,XB-GENE-988059
A0A6I8SW28,XP_002933270.1,XM_002933224.5,GeneID:100489041,XB-GENE-950590
A0A6I8SW45,XP_004917686.1,XM_004917629.4,GeneID:100124313,XB-GENE-984278
A0A6I8SW47,XP_031757278.1,XM_031901418.1,GeneID:100038267,XB-GENE-980487
A0A6I8SW53,XP_031755868.1,XM_031900008.1,GeneID:448447,XB-GENE-484088
A0A6I8SW78,XP_012819214.1,XM_012963760.3,GeneID:100497692,XB-GENE-1012322
A0A6I8SW81,XP_012811025.1,XM_012955571.3,GeneID:100144934,XB-GENE-952299
A0A6I8SW85,XP_012821032.2,XM_012965578.3,GeneID:100380163,XB-GENE-983236
A0A6I8SW94,XP_031756254.1,XM_031900394.1,GeneID:100489787,XB-GENE-5952827
A0A6I8SWA3,XP_031756949.1,XM_031901089.1,GeneID:101733422,XB-GENE-984798
A0A6I8SWA5,XP_002937216.5,XM_002937170.5,GeneID:100494610,XB-GENE-922348
A0A6I8SWA7,XP_004918152.2,XM_004918095.4,GeneID:100498631,XB-GENE-486781
A0A6I8SWB7,XP_002941013.3,XM_002940967.5,GeneID:100497861,XB-GENE-855843
A0A6I8SWC0,XP_004918000.1,XM_004917943.4,GeneID:101730868,XB-GENE-29084887
A0A6I8SWC6,XP_002937067.3,XM_002937021.4,GeneID:100497591,XB-GENE-29077083
A0A6I8SWH2,XP_012822185.1,XM_012966731.3,GeneID:779745,XB-GENE-997462
A0A6I8SWI7,XP_012821482.1,XM_012966028.3,GeneID:100144683,XB-GENE-1217510
A0A6I8SWJ5,XP_002940185.1,XM_002940139.4,GeneID:100492076,XB-GENE-29081011
A0A6I8SWK0,XP_012819896.1,XM_012964442.3,GeneID:734004,XB-GENE-490351
A0A6I8SWK2,XP_002932870.3,XM_002932824.5,GeneID:100490130,XB-GENE-489778
A0A6I8SWM9,XP_004911653.1,XM_004911596.4,GeneID:100490355,XB-GENE-29076874
A0A6I8SWN1,XP_031748403.1,XM_031892543.1,GeneID:100158522,XB-GENE-5871635
A0A6I8SWN2,XP_002932258.1,XM_002932212.5,GeneID:100491763,XB-GENE-981355
A0A6I8SWP5,XP_002937027.1,XM_002936981.5,GeneID:100487725,XB-GENE-480794
A0A6I8SWP8,XP_002933153.2,XM_002933107.5,GeneID:100379743,XB-GENE-982860
A0A6I8SWQ4,XP_031747409.1,XM_031891549.1,GeneID:100489116,XB-GENE-22066171
A0A6I8SWQ8,XP_004912262.1,XM_004912205.4,GeneID:100493729,XB-GENE-22065949
A0A6I8SWR4,XP_031758807.1,XM_031902947.1,GeneID:100494196,XB-GENE-5844515
A0A6I8SWR5,XP_002932121.2,XM_002932075.5,GeneID:100494891,XB-GENE-5866533
A0A6I8SWT3,XP_002934214.1,XM_002934168.5,GeneID:100380204,XB-GENE-1001454
A0A6I8SWT5,XP_017948995.1,XM_018093506.2,GeneID:100380050,XB-GENE-983618
A0A6I8SWT7,XP_002938867.1,XM_002938821.5,GeneID:100491290,XB-GENE-484505
A0A6I8SWU8,XP_012824466.1,XM_012969012.2,GeneID:100379877,XB-GENE-5954541
A0A6I8SWX1,XP_004917314.1,XM_004917257.4,GeneID:100487508,XB-GENE-954537
A0A6I8SWY4,XP_004913638.1,XM_004913581.4,GeneID:100485818,XB-GENE-1011277
A0A6I8SWY8,XP_017944802.2,XM_018089313.2,GeneID:100490113,XB-GENE-996976
A0A6I8SWZ6,XP_031762744.1,XM_031906884.1,GeneID:100135088,XB-GENE-5891820
A0A6I8SX16,XP_002936731.1,XM_002936685.5,GeneID:733889,XB-GENE-967168
A0A6I8SX30,XP_002939678.1,XM_002939632.5,GeneID:100487263,XB-GENE-5772465
A0A6I8SX36,XP_002933510.2,XM_002933464.5,GeneID:100492489,XB-GENE-983349
A0A6I8SX49,XP_004911082.1,XM_004911025.4,GeneID:101731059,XB-GENE-6538801
A0A6I8SX50,XP_012816160.1,XM_012960706.3,GeneID:100327249,XB-GENE-491275
A0A6I8SX71,XP_031758383.1,XM_031902523.1,GeneID:780377,XB-GENE-1217408
A0A6I8SX76,XP_004915896.1,XM_004915839.3,GeneID:100485575,XB-GENE-493902
A0A6I8SXA1,XP_031748360.1,XM_031892500.1,GeneID:100145044,XB-GENE-6469614
A0A6I8SXA4,XP_017946591.1,XM_018091102.2,GeneID:100170162,XB-GENE-1217383
A0A6I8SXB0,XP_004913076.2,XM_004913019.4,GeneID:779539,XB-GENE-976589
A0A6I8SXB4,XP_012824732.1,XM_012969278.3,GeneID:100486587,XB-GENE-5815250
A0A6I8SXB5,XP_012808518.1,XM_012953064.2,GeneID:549157,XB-GENE-5954970
A0A6I8SXB7,XP_002936914.2,XM_002936868.5,GeneID:100495688,XB-GENE-989015
A0A6I8SXC4,XP_012812457.1,XM_012957003.3,GeneID:549574,XB-GENE-5873849
A0A6I8SXC6,XP_012813452.1,XM_012957998.3,GeneID:100485449,XB-GENE-483164
A0A6I8SXD0,XP_002931984.3,XM_002931938.5,GeneID:100379738,XB-GENE-980839
A0A6I8SXD1,XP_012820832.1,XM_012965378.3,GeneID:100144676,XB-GENE-996915
A0A6I8SXE6,XP_031750822.1,XM_031894962.1,GeneID:116408228,XB-GENE-29093867
A0A6I8SXF2,XP_017953194.2,XM_018097705.2,GeneID:100490942,XB-GENE-922316
A0A6I8SXH6,XP_012808374.1,XM_012952920.3,GeneID:100492319,XB-GENE-971373
A0A6I8SXI5,XP_017948584.2,XM_018093095.2,GeneID:779984,XB-GENE-987442
A0A6I8SXI9,XP_012824102.2,XM_012968648.3,GeneID:780104,XB-GENE-999791
A0A6I8SXJ1,XP_004916003.1,XM_004915946.4,GeneID:100497030,XB-GENE-5822196
A0A6I8SXK0,XP_012818831.1,XM_012963377.3,GeneID:100380114,XB-GENE-986249
A0A6I8SXL7,XP_002936078.2,XM_002936032.4,GeneID:100492951,XB-GENE-29081423
A0A6I8SXN0,XP_002933814.3,XM_002933768.5,GeneID:100496307,XB-GENE-6459791
A0A6I8SXN7,XP_031757286.1,XM_031901426.1,GeneID:100124728,XB-GENE-1012759
A0A6I8SXP0,XP_004914187.1,XM_004914130.4,GeneID:100494228,XB-GENE-953830
A0A6I8SXR5,XP_012815252.1,XM_012959798.3,GeneID:448402,XB-GENE-5960892
A0A6I8SXR7,XP_031761225.1,XM_031905365.1,GeneID:100496936,XB-GENE-6043633
A0A6I8SXV4,XP_012821094.1,XM_012965640.3,GeneID:100036598,XB-GENE-6408100
A0A6I8SXV5,XP_031749644.1,XM_031893784.1,GeneID:116407773,XB-GENE-29093211
A0A6I8SXW1,XP_012824738.1,XM_012969284.3,GeneID:100494187,XB-GENE-5831887
A0A6I8SXX2,XP_012811865.1,XM_012956411.3,GeneID:100144704,XB-GENE-479496
A0A6I8SXY6,XP_031749881.1,XM_031894021.1,GeneID:403099,XB-GENE-855645
A0A6I8SXZ1,XP_002931839.1,XM_002931793.5,GeneID:100488596,XB-GENE-29079295
A0A6I8SXZ6,XP_031748582.1,XM_031892722.1,GeneID:734077,XB-GENE-5729976
A0A6I8SXZ8,XP_002941684.1,XM_002941638.5,GeneID:100490845,XB-GENE-979630
A0A6I8SXZ9,XP_012820779.2,XM_012965325.3,GeneID:100380142,XB-GENE-5953134
A0A6I8SY01,XP_012812773.1,XM_012957319.3,GeneID:780224,XB-GENE-961079
A0A6I8SY06,XP_004918132.2,XM_004918075.4,GeneID:100487671,XB-GENE-987626
A0A6I8SY07,XP_012826816.1,XM_012971362.3,GeneID:101730868,XB-GENE-29084887
A0A6I8SY11,XP_012808223.1,XM_012952769.2,GeneID:100488270,XB-GENE-994032
A0A6I8SY18,XP_031748382.1,XM_031892522.1,GeneID:100151710,XB-GENE-921456
A0A6I8SY50,XP_002940079.2,XM_002940033.5,GeneID:100487366,XB-GENE-958179
A0A6I8SY54,XP_031758404.1,XM_031902544.1,GeneID:100379761,XB-GENE-988655
A0A6I8SY71,XP_004911927.1,XM_004911870.4,GeneID:106557438,XB-GENE-6462293
A0A6I8SY88,XP_031758939.1,XM_031903079.1,GeneID:100498213,XB-GENE-6039541
A0A6I8SY96,XP_002937340.1,XM_002937294.5,GeneID:100494868,XB-GENE-1005169
A0A6I8SYB1,XP_031759256.1,XM_031903396.1,GeneID:100495287,XB-GENE-6033398
A0A6I8SYB7,XP_031756922.1,XM_031901062.1,GeneID:100124903,XB-GENE-952710
A0A6I8SYC1,XP_012819722.1,XM_012964268.3,GeneID:733840,XB-GENE-5959353
A0A6I8SYC5,XP_002933332.1,XM_002933286.5,GeneID:100492429,XB-GENE-1216189
A0A6I8SYC9,XP_012826829.1,XM_012971375.3,GeneID:100494929,XB-GENE-29082471
A0A6I8SYD4,XP_004910832.1,XM_004910775.3,GeneID:100485825,XB-GENE-977639
A0A6I8SYD5,XP_017945135.2,XM_018089646.2,GeneID:100135351,XB-GENE-5887760
A0A6I8SYD7,XP_002941003.2,XM_002940957.4,GeneID:100495334,XB-GENE-6046107
A0A6I8SYF4,XP_012814170.1,XM_012958716.2,GeneID:100216252,XB-GENE-1010761
A0A6I8SYG1,XP_002932962.2,XM_002932916.5,GeneID:100125196,XB-GENE-950070
A0A6I8SYI1,XP_004913461.1,XM_004913404.4,GeneID:100486798,XB-GENE-1020968
A0A6I8SYI2,XP_012824767.1,XM_012969313.3,GeneID:100486577,XB-GENE-22067981
A0A6I8SYM6,XP_002933985.3,XM_002933939.5,GeneID:100496109,XB-GENE-1001095
A0A6I8SYM9,XP_012821027.2,XM_012965573.3,GeneID:100497526,XB-GENE-22068129
A0A6I8SYN0,XP_004915646.1,XM_004915589.3,GeneID:100488477,XB-GENE-992962
A0A6I8SYQ8,XP_031747148.1,XM_031891288.1,GeneID:100379980,XB-GENE-5944363
A0A6I8SYR1,XP_031756940.1,XM_031901080.1,GeneID:100498152,XB-GENE-951772
A0A6I8SYR2,XP_031747386.1,XM_031891526.1,GeneID:116406742,XB-GENE-29091919
A0A6I8SYT1,XP_017947389.1,XM_018091900.2,GeneID:100101763,XB-GENE-480152
A0A6I8SYT3,XP_031747402.1,XM_031891542.1,GeneID:100495520,XB-GENE-1001695
A0A6I8SYT5,XP_031753881.1,XM_031898021.1,GeneID:779446,XB-GENE-6067077
A0A6I8SYU2,XP_012813341.1,XM_012957887.3,GeneID:100498149,XB-GENE-976543
A0A6I8SYU7,XP_002931657.2,XM_002931611.5,GeneID:100498088,XB-GENE-1010393
A0A6I8SYV5,XP_031759015.1,XM_031903155.1,GeneID:100038259,XB-GENE-966419
A0A6I8SYV9,XP_031748610.1,XM_031892750.1,GeneID:100487950,XB-GENE-5881709
A0A6I8SYW2,XP_002939310.1,XM_002939264.5,GeneID:100485844,XB-GENE-992885
A0A6I8SYY2,XP_002932970.1,XM_002932924.5,GeneID:100495254,XB-GENE-921499
A0A6I8SYZ1,XP_004916141.2,XM_004916084.4,GeneID:100492939,XB-GENE-6042192
A0A6I8SZ08,XP_012813124.1,XM_012957670.3,GeneID:100491719,XB-GENE-1011650
A0A6I8SZ18,XP_002934356.1,XM_002934310.2,GeneID:100487398,XB-GENE-29078747
A0A6I8SZ21,XP_012820516.1,XM_012965062.2,GeneID:779715,XB-GENE-5872275
A0A6I8SZ27,XP_002940556.2,XM_002940510.5,GeneID:100487574,XB-GENE-6468139
A0A6I8SZ31,XP_012816907.1,XM_012961453.3,GeneID:100145550,XB-GENE-949332
A0A6I8SZ42,XP_031751156.1,XM_031895296.1,GeneID:100158635,XB-GENE-1005160
A0A6I8SZ57,XP_012822891.2,XM_012967437.3,GeneID:100380044,XB-GENE-978827
A0A6I8SZ67,XP_017947162.2,XM_018091673.2,GeneID:101733812,XB-GENE-29087243
A0A6I8SZ81,XP_002933278.2,XM_002933232.5,GeneID:100490359,XB-GENE-983004
A0A6I8SZ86,XP_031751211.1,XM_031895351.1,GeneID:100492007,XB-GENE-1004410
A0A6I8SZ88,XP_004911810.1,XM_004911753.4,GeneID:100495158,XB-GENE-942652
