# GENE_SYMBOL	NCBI_GENE_ID	XB_GENE_ID	GENE_NAME
42sp43	GeneID:548848	XB-GENE-5898342	P43 5S RNA-binding protein
LOC116411115	GeneID:116411115	NA	killer cell lectin-like receptor subfamily G member 1
LOC116411124	GeneID:116411124	NA	uncharacterized LOC116411124
LOC116411455	GeneID:116411455	NA	uncharacterized LOC116411455
LOC116411456	GeneID:116411456	NA	transmembrane protease serine 11D-like
LOC116411460	GeneID:116411460	NA	uncharacterized LOC116411460
LOC116411465	GeneID:116411465	NA	uncharacterized LOC116411465
LOC116411471	GeneID:116411471	NA	protein kinase C delta type-like
LOC116411472	GeneID:116411472	NA	uncharacterized LOC116411472
LOC116411478	GeneID:116411478	NA	LIM domain and actin-binding protein 1-like
LOC116411480	GeneID:116411480	NA	uncharacterized LOC116411480
LOC116411481	GeneID:116411481	NA	fucolectin-3-like
LOC116411484	GeneID:116411484	NA	zinc finger protein 271-like
LOC116411486	GeneID:116411486	NA	acid-sensing ion channel 3-like
LOC116411489	GeneID:116411489	NA	ficolin-1-like
LOC116411503	GeneID:116411503	NA	skin secretory protein xP2-like
LOC116411504	GeneID:116411504	NA	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 3-like
LOC116411507	GeneID:116411507	NA	28S ribosomal protein S2, mitochondrial-like
LOC116411508	GeneID:116411508	NA	secreted Ly-6/uPAR-related protein 1-like
LOC116411509	GeneID:116411509	NA	ly6/PLAUR domain-containing protein 2-like
LOC116411510	GeneID:116411510	NA	UPF0691 protein C9orf116 homolog
LOC116411513	GeneID:116411513	NA	uncharacterized LOC116411513
LOC116411514	GeneID:116411514	NA	fucolectin-1-like
LOC116411520	GeneID:116411520	NA	uncharacterized LOC116411520
LOC116411521	GeneID:116411521	NA	zinc finger CCHC domain-containing protein 3-like
LOC116411522	GeneID:116411522	NA	acid-sensing ion channel 1C-like
LOC116411524	GeneID:116411524	NA	uncharacterized LOC116411524
LOC116411525	GeneID:116411525	NA	lamina-associated polypeptide 2-like
LOC116411526	GeneID:116411526	NA	probable splicing factor, arginine/serine-rich 6
LOC116411529	GeneID:116411529	NA	paraneoplastic antigen Ma1 homolog
LOC116411531	GeneID:116411531	NA	uncharacterized LOC116411531
LOC116411532	GeneID:116411532	NA	zinc finger protein 850-like
LOC116411533	GeneID:116411533	NA	histone H2A type 1-like
LOC116411534	GeneID:116411534	NA	solute carrier family 52, riboflavin transporter, member 3-B-like
LOC116411535	GeneID:116411535	NA	uncharacterized LOC116411535
LOC116411536	GeneID:116411536	NA	zinc finger protein OZF-like
LOC116411537	GeneID:116411537	NA	acidic repeat-containing protein-like
LOC116411538	GeneID:116411538	NA	uncharacterized LOC116411538
LOC116411539	GeneID:116411539	NA	E3 ubiquitin-protein ligase DCST1-like
LOC116411541	GeneID:116411541	NA	uncharacterized LOC116411541
LOC116411542	GeneID:116411542	NA	uncharacterized LOC116411542
LOC116411543	GeneID:116411543	NA	neurofilament heavy polypeptide-like
LOC116411544	GeneID:116411544	NA	ABC transporter F family member 4-like
LOC116411545	GeneID:116411545	NA	histone H1A-like
LOC116411546	GeneID:116411546	NA	nucleolin-like
LOC116411555	GeneID:116411555	NA	NXPE family member 3-like
LOC116411558	GeneID:116411558	NA	pinin-like
LOC116411560	GeneID:116411560	NA	uncharacterized LOC116411560
LOC116411561	GeneID:116411561	NA	vomeronasal type-2 receptor 26-like
LOC116411562	GeneID:116411562	NA	uncharacterized LOC116411562
LOC116411566	GeneID:116411566	NA	CD276 antigen-like
LOC116411567	GeneID:116411567	NA	ly6/PLAUR domain-containing protein 2-like
LOC116411568	GeneID:116411568	NA	pentraxin fusion protein-like
LOC116411572	GeneID:116411572	NA	traf2 and NCK-interacting protein kinase-like
LOC116411573	GeneID:116411573	NA	protein elav-like
LOC116411574	GeneID:116411574	NA	vomeronasal type-2 receptor 26-like
LOC116411577	GeneID:116411577	NA	acrosin-like
LOC116411579	GeneID:116411579	NA	uncharacterized LOC116411579
LOC116411580	GeneID:116411580	NA	vomeronasal type-2 receptor 26-like
LOC116411581	GeneID:116411581	NA	uncharacterized LOC116411581
LOC116411582	GeneID:116411582	NA	tripartite motif-containing protein 14-like
LOC116411583	GeneID:116411583	NA	uncharacterized LOC116411583
LOC116411584	GeneID:116411584	NA	TBC1 domain family member 20-like
LOC116411592	GeneID:116411592	NA	traf2 and NCK-interacting protein kinase-like
LOC116411594	GeneID:116411594	NA	uncharacterized LOC116411594
LOC116411595	GeneID:116411595	NA	uncharacterized LOC116411595
LOC116411599	GeneID:116411599	NA	uncharacterized LOC116411599
LOC116411603	GeneID:116411603	NA	uncharacterized LOC116411603
LOC116411604	GeneID:116411604	NA	uncharacterized LOC116411604
LOC116411605	GeneID:116411605	NA	uncharacterized LOC116411605
LOC116411608	GeneID:116411608	NA	zinc finger protein 665-like
LOC116411609	GeneID:116411609	NA	oocyte zinc finger protein XlCOF6-like
LOC116411610	GeneID:116411610	NA	vomeronasal type-2 receptor 26-like
LOC116411611	GeneID:116411611	NA	oocyte zinc finger protein XlCOF6-like
LOC116411612	GeneID:116411612	NA	oocyte zinc finger protein XlCOF6-like
LOC116411613	GeneID:116411613	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411614	GeneID:116411614	NA	uncharacterized LOC116411614
LOC116411615	GeneID:116411615	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411617	GeneID:116411617	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411618	GeneID:116411618	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411620	GeneID:116411620	NA	gastrula zinc finger protein XlCGF52.1-like
LOC116411621	GeneID:116411621	NA	acanthoscurrin-2-like
LOC116411622	GeneID:116411622	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411623	GeneID:116411623	NA	serine/threonine-protein kinase N2-like
LOC116411624	GeneID:116411624	NA	gastrula zinc finger protein XlCGF57.1-like
LOC116411625	GeneID:116411625	NA	uncharacterized LOC116411625
LOC116411626	GeneID:116411626	NA	oocyte zinc finger protein XlCOF26-like
LOC116411628	GeneID:116411628	NA	histone H1B-like
LOC116411633	GeneID:116411633	NA	histone H2A type 1-like
LOC116411635	GeneID:116411635	NA	histone H2B 1.1
LOC116411637	GeneID:116411637	NA	histone H4
LOC116411638	GeneID:116411638	NA	gastrula zinc finger protein 5-1-like
LOC116411639	GeneID:116411639	NA	gastrula zinc finger protein XlCGF26.1-like
LOC116411644	GeneID:116411644	NA	uncharacterized LOC116411644
LOC116411645	GeneID:116411645	NA	zinc finger protein 850-like
LOC116411646	GeneID:116411646	NA	oocyte zinc finger protein XlCOF28-like
LOC116411647	GeneID:116411647	NA	uncharacterized LOC116411647
LOC116411648	GeneID:116411648	NA	uncharacterized LOC116411648
LOC116411649	GeneID:116411649	NA	uncharacterized LOC116411649
LOC116411650	GeneID:116411650	NA	piggyBac transposable element-derived protein 3-like
LOC116411651	GeneID:116411651	NA	uncharacterized LOC116411651
LOC116411652	GeneID:116411652	NA	retinoic acid receptor responder protein 2-like
LOC116411653	GeneID:116411653	NA	retinoic acid receptor responder protein 2-like
LOC116411656	GeneID:116411656	NA	traf2 and NCK-interacting protein kinase-like
LOC116411657	GeneID:116411657	NA	serine/threonine-protein kinase mig-15-like
LOC116411658	GeneID:116411658	NA	Alstrom syndrome protein 1 homolog
LOC116411659	GeneID:116411659	NA	zinc finger protein 850-like
LOC116411660	GeneID:116411660	NA	traf2 and NCK-interacting protein kinase-like
LOC116411661	GeneID:116411661	NA	zinc finger protein 665-like
LOC116411663	GeneID:116411663	NA	Alstrom syndrome protein 1 homolog
LOC116411664	GeneID:116411664	NA	uncharacterized LOC116411664
LOC116411665	GeneID:116411665	NA	lymphocyte antigen 6D-like
LOC116411667	GeneID:116411667	NA	PYLa/PGLa A-like
LOC116411668	GeneID:116411668	NA	PYLa/PGLa A-like
LOC116411669	GeneID:116411669	NA	trafficking kinesin-binding protein 1-like
LOC116411671	GeneID:116411671	NA	nuclear pore complex protein Nup160-like
LOC116411673	GeneID:116411673	NA	speedy protein 1-A-like
LOC116411674	GeneID:116411674	NA	lymphocyte antigen 6E-like
LOC116411675	GeneID:116411675	NA	lymphocyte antigen 6E-like
LOC116411676	GeneID:116411676	NA	uncharacterized LOC116411676
LOC116411687	GeneID:116411687	NA	uncharacterized LOC116411687
LOC116411690	GeneID:116411690	NA	fibroin heavy chain-like
LOC116411693	GeneID:116411693	NA	tachykinin-like peptide
LOC116411697	GeneID:116411697	NA	preprocaerulein type-4-like
LOC116411698	GeneID:116411698	NA	preprocaerulein type-3-like
LOC116411700	GeneID:116411700	NA	uncharacterized LOC116411700
LOC116411701	GeneID:116411701	NA	preprocaerulein type-4-like
LOC116411704	GeneID:116411704	NA	uncharacterized LOC116411704
LOC116411705	GeneID:116411705	NA	prolevitide-like
LOC116411706	GeneID:116411706	NA	histamine H3 receptor-like
LOC116411710	GeneID:116411710	NA	traf2 and NCK-interacting protein kinase-like
LOC116411711	GeneID:116411711	NA	lymphocyte antigen 6E-like
LOC116411715	GeneID:116411715	NA	acrosin-like
LOC116411718	GeneID:116411718	NA	glyoxalase domain-containing protein 5-like
LOC116411720	GeneID:116411720	NA	uncharacterized LOC116411720
LOC116411721	GeneID:116411721	NA	proline-rich protein 2-like
LOC116411722	GeneID:116411722	NA	uncharacterized protein K02A2.6-like
LOC116411724	GeneID:116411724	NA	uncharacterized LOC116411724
LOC116411725	GeneID:116411725	NA	secreted Ly-6/uPAR-related protein 1-like
LOC116411728	GeneID:116411728	NA	NXPE family member 3-like
LOC116411731	GeneID:116411731	NA	serine/threonine-protein kinase SULU-like
LOC116411732	GeneID:116411732	NA	uncharacterized LOC116411732
LOC116411734	GeneID:116411734	NA	uncharacterized LOC116411734
LOC116411735	GeneID:116411735	NA	uncharacterized LOC116411735
LOC116411736	GeneID:116411736	NA	protein FAM237B-like
LOC116411737	GeneID:116411737	NA	protein kinase C delta type-like
LOC116411739	GeneID:116411739	NA	transmembrane channel like 2
LOC116411740	GeneID:116411740	NA	M1-specific T cell receptor beta chain
LOC116411741	GeneID:116411741	NA	mas-related G-protein coupled receptor member H-like
LOC116411742	GeneID:116411742	NA	proto-oncogene Mas-like
LOC116411743	GeneID:116411743	NA	mas-related G-protein coupled receptor member D-like
LOC116411744	GeneID:116411744	NA	uncharacterized LOC116411744
LOC116411745	GeneID:116411745	NA	translation initiation factor IF-2-like
LOC116411746	GeneID:116411746	NA	histamine H3 receptor-like
LOC116411747	GeneID:116411747	NA	histamine H3 receptor-like
LOC116411748	GeneID:116411748	NA	histamine H3 receptor-like
LOC116411749	GeneID:116411749	NA	histamine H3 receptor-like
LOC116411750	GeneID:116411750	NA	opsin-5-like
LOC116411751	GeneID:116411751	NA	uncharacterized LOC116411751
LOC116411752	GeneID:116411752	NA	extensin-1-like
LOC116411753	GeneID:116411753	NA	uncharacterized LOC116411753
LOC116411754	GeneID:116411754	NA	uncharacterized threonine-rich GPI-anchored glycoprotein PJ4664.02-like
LOC116411755	GeneID:116411755	NA	ly6/PLAUR domain-containing protein 2-like
LOC116411756	GeneID:116411756	NA	divergent protein kinase domain 1B-like
LOC116411757	GeneID:116411757	NA	mucin-5AC-like
LOC116411758	GeneID:116411758	NA	NXPE family member 3-like
LOC116411759	GeneID:116411759	NA	NXPE family member 3-like
LOC116411761	GeneID:116411761	NA	UPF0598 protein C8orf82-like
LOC116411764	GeneID:116411764	NA	translation initiation factor IF-2-like
LOC116411765	GeneID:116411765	NA	DEAD-box ATP-dependent RNA helicase 42-like
LOC116411766	GeneID:116411766	NA	lymphocyte antigen 6E-like
LOC116411769	GeneID:116411769	NA	uncharacterized LOC116411769
LOC116411773	GeneID:116411773	NA	uncharacterized LOC116411773
LOC116411774	GeneID:116411774	NA	calcium-dependent protein kinase C-like
LOC116411776	GeneID:116411776	NA	calcium-dependent protein kinase C-like
LOC116411778	GeneID:116411778	NA	calcium-independent protein kinase C-like
LOC116411984	GeneID:116411984	NA	uncharacterized LOC116411984
LOC116411985	GeneID:116411985	NA	protein kinase C theta type-like
LOC116411986	GeneID:116411986	NA	protein kinase C delta type-like
LOC116411987	GeneID:116411987	NA	protein kinase C delta type-like
LOC116411988	GeneID:116411988	NA	putative protein kinase C delta type homolog
LOC116411989	GeneID:116411989	NA	uncharacterized LOC116411989
LOC116411990	GeneID:116411990	NA	neurotrophin receptor-interacting factor 2-like
LOC116411991	GeneID:116411991	NA	protein kinase C delta type-like
LOC116411992	GeneID:116411992	NA	protein kinase C delta type-like
LOC116411993	GeneID:116411993	NA	protein kinase C theta type-like
LOC116411996	GeneID:116411996	NA	protein kinase C delta type-like
LOC116411997	GeneID:116411997	NA	paraneoplastic antigen Ma1 homolog
LOC116411998	GeneID:116411998	NA	Kruppel-like factor 18
LOC116412002	GeneID:116412002	NA	uncharacterized LOC116412002
LOC116412003	GeneID:116412003	NA	uncharacterized LOC116412003
LOC116412004	GeneID:116412004	NA	mucin-16-like
LOC116412005	GeneID:116412005	NA	uncharacterized LOC116412005
LOC116412006	GeneID:116412006	NA	mucin-22-like
LOC116412007	GeneID:116412007	NA	mucin-3A-like
LOC116412008	GeneID:116412008	NA	gamma-crystallin-1-like
LOC116412009	GeneID:116412009	NA	calcium-dependent protein kinase 2-like
LOC116412010	GeneID:116412010	NA	glutamic acid-rich protein-like
LOC116412012	GeneID:116412012	NA	pulmonary surfactant-associated protein C-like
LOC116412020	GeneID:116412020	NA	uncharacterized LOC116412020
LOC116412021	GeneID:116412021	NA	IgGFc-binding protein-like
LOC116412023	GeneID:116412023	NA	uncharacterized LOC116412023
LOC116412024	GeneID:116412024	NA	uncharacterized LOC116412024
LOC116412032	GeneID:116412032	NA	palmitoyltransferase ZDHHC15B-like
LOC116412033	GeneID:116412033	NA	serine/threonine-protein kinase N2-like
LOC116412036	GeneID:116412036	NA	protein prune homolog 2-like
LOC116412040	GeneID:116412040	NA	alpha-2-macroglobulin-like protein 1
LOC116412041	GeneID:116412041	NA	protein spinster homolog 1-like
LOC116412042	GeneID:116412042	NA	stress response protein NST1-like
LOC116412043	GeneID:116412043	NA	alpha-2-macroglobulin-like protein 1
LOC116412044	GeneID:116412044	NA	serine/threonine-protein kinase N2-like
LOC116412046	GeneID:116412046	NA	protein spinster homolog 1-like
LOC116412047	GeneID:116412047	NA	ovostatin homolog 2-like
LOC116412048	GeneID:116412048	NA	alpha-2-macroglobulin-like
LOC116412049	GeneID:116412049	NA	alpha-2-macroglobulin-like protein 1
LOC116412050	GeneID:116412050	NA	murinoglobulin-2-like
LOC116412051	GeneID:116412051	NA	ovostatin-like
LOC116412052	GeneID:116412052	NA	murinoglobulin-2-like
LOC116412053	GeneID:116412053	NA	alpha-1-macroglobulin-like
LOC116412054	GeneID:116412054	NA	serine/threonine-protein kinase N1-like
LOC116412071	GeneID:116412071	NA	chymotrypsin-like elastase family member 2A
LOC116412074	GeneID:116412074	NA	nicotinamide N-methyltransferase-like
LOC116412077	GeneID:116412077	NA	deleted in malignant brain tumors 1 protein-like
LOC116412083	GeneID:116412083	NA	uncharacterized LOC116412083
LOC116412084	GeneID:116412084	NA	uncharacterized LOC116412084
LOC116412086	GeneID:116412086	NA	uncharacterized LOC116412086
LOC116412090	GeneID:116412090	NA	nuclear factor related to kappa-B-binding protein-like
LOC116412094	GeneID:116412094	NA	speedy protein 1-B-like
LOC116412095	GeneID:116412095	NA	gamma-crystallin-1-like
LOC116412096	GeneID:116412096	NA	uncharacterized LOC116412096
LOC116412097	GeneID:116412097	NA	phosphatidylglycerol--prolipoprotein diacylglyceryl transferase-like
LOC116412098	GeneID:116412098	NA	serine/threonine-protein kinase N1-like
LOC116412101	GeneID:116412101	NA	carcinoembryonic antigen-related cell adhesion molecule 5-like
LOC116412104	GeneID:116412104	NA	trypsin-like
LOC116412105	GeneID:116412105	NA	trypsin-like
LOC116412106	GeneID:116412106	NA	trypsin-like
LOC116412109	GeneID:116412109	NA	B-cell receptor CD22-like
LOC116412112	GeneID:116412112	NA	gamma-crystallin-1-like
LOC116412113	GeneID:116412113	NA	gamma-crystallin-1-like
LOC116412116	GeneID:116412116	NA	gamma-crystallin-1-like
LOC116412118	GeneID:116412118	NA	gamma-crystallin-1-like
LOC116412119	GeneID:116412119	NA	gamma-crystallin-1-like
LOC116412122	GeneID:116412122	NA	acrosin-like
LOC116412124	GeneID:116412124	NA	zinc finger CCCH domain-containing protein 13-like
LOC116412125	GeneID:116412125	NA	rap1 GTPase-activating protein 2-like
LOC116412126	GeneID:116412126	NA	uncharacterized LOC116412126
LOC116412128	GeneID:116412128	NA	uncharacterized protein DKFZp434B061-like
LOC116412129	GeneID:116412129	NA	uncharacterized LOC116412129
LOC116412131	GeneID:116412131	NA	murinoglobulin-1-like
LOC116412132	GeneID:116412132	NA	pregnancy zone protein-like
LOC116412133	GeneID:116412133	NA	alpha-2-macroglobulin-like
LOC116412134	GeneID:116412134	NA	protein spinster homolog 1-like
LOC116412135	GeneID:116412135	NA	ovostatin-like
LOC116412136	GeneID:116412136	NA	lymphocyte activation gene 3 protein-like
LOC116412137	GeneID:116412137	NA	inner centromere protein-like
LOC116412138	GeneID:116412138	NA	olfactory receptor 1019-like
LOC116412139	GeneID:116412139	NA	olfactory receptor 1019-like
LOC116412140	GeneID:116412140	NA	olfactory receptor 1019-like
LOC116412141	GeneID:116412141	NA	olfactory receptor 5A2-like
LOC116412142	GeneID:116412142	NA	olfactory receptor 1019-like
LOC116412144	GeneID:116412144	NA	olfactory receptor 1019-like
LOC116412147	GeneID:116412147	NA	olfactory receptor 1019-like
LOC116412148	GeneID:116412148	NA	olfactory receptor 8H1-like
LOC116412150	GeneID:116412150	NA	olfactory receptor 1019-like
LOC116412151	GeneID:116412151	NA	olfactory receptor 151-like
LOC116412152	GeneID:116412152	NA	olfactory receptor 8H3-like
LOC116412154	GeneID:116412154	NA	olfactory receptor 5A2-like
LOC116412157	GeneID:116412157	NA	olfactory receptor 1019-like
LOC116412160	GeneID:116412160	NA	olfactory receptor 1019-like
LOC116412161	GeneID:116412161	NA	olfactory receptor 8H1-like
LOC116412163	GeneID:116412163	NA	olfactory receptor 1F1-like
LOC116412165	GeneID:116412165	NA	olfactory receptor 151-like
LOC116412166	GeneID:116412166	NA	olfactory receptor 8H3-like
LOC116412167	GeneID:116412167	NA	olfactory receptor 5M11-like
LOC116412168	GeneID:116412168	NA	olfactory receptor 8H1-like
LOC116412169	GeneID:116412169	NA	olfactory receptor 8D1-like
LOC116412170	GeneID:116412170	NA	olfactory receptor 1019-like
LOC116412171	GeneID:116412171	NA	olfactory receptor 1019-like
LOC116412172	GeneID:116412172	NA	olfactory receptor 1019-like
